location,time_posted,Mileage,Vehicle_color,Price,Vehicle_condition,engine_size,year,gearbox,brand,model,car_body,fuel,horsepower
La Manouba,9.0,71900.0,Gris,49500.0,Avec kilométrage,1.2,2020.0,Manuelle,Kia,Rio,Compacte,Essence,5.0
Kasserine,9.0,26020100.0,Gris,60000.0,Avec kilométrage,2.0,2010.0,Manuelle,Audi,A4,Berline,Diesel,7.0
Jendouba,9.0,130000.0,Blanc,65000.0,Avec kilométrage,1.5,2020.0,Automatique,Ford,Escort,Berline,Essence,6.0
Sfax,9.0,240000.0,Rouge,11000.0,Avec kilométrage,1.6,2001.0,Manuelle,Fiat,Palio,Compacte,Essence,4.0
Ariana,9.0,176000.0,Blanc,39000.0,Avec kilométrage,3.0,2014.0,Automatique,Mazda,6,Berline,Essence,9.0
Sousse,9.0,107000.0,Blanc,48500.0,Avec kilométrage,1.2,2016.0,Manuelle,Seat,Leon,Compacte,Essence,6.0
Sidi Bouzid,9.0,208000.0,Noir,22500.0,Avec kilométrage,1.4,2007.0,Manuelle,Renault,Megane Estate,Berline,Essence,6.0
Monastir,9.0,133000.0,Noir,84000.0,Avec kilométrage,1.5,2020.0,Automatique,Peugeot,5008,Monospace,Diesel,6.0
Monastir,9.0,159000.0,Bleu,69000.0,Avec kilométrage,1.5,2020.0,Manuelle,Citroen,C5,Monospace,Diesel,7.0
Tunis,9.0,125000.0,Gris,38000.0,Nouveau,1.1,2017.0,Manuelle,Ford,Focus,Compacte,Essence,125.0
Gabès,9.0,136000.0,Noir,31000.0,Nouveau,1.2,2020.0,Manuelle,Mahindra,Hover,Autres,Essence,5.0
Ariana,9.0,258000.0,Blanc,32500.0,Avec kilométrage,2.5,2012.0,Manuelle,Hyundai,H-1,Monospace,Diesel,10.0
Ben Arous,9.0,15620.0,Blanc,38000.0,Avec kilométrage,1.2,2023.0,Manuelle,Mahindra,Hover,Autres,Essence,5.0
Ariana,9.0,148600.0,Gris,34800.0,Avec kilométrage,1.2,2013.0,Manuelle,Ford,Fiesta,Compacte,Essence,5.0
Ben Arous,9.0,15620.0,Blanc,38000.0,Avec kilométrage,1.2,2023.0,Manuelle,Mahindra,Hover,Autres,Essence,5.0
Mahdia,9.0,95000.0,Blanc,76000.0,Avec kilométrage,1.2,2019.0,Automatique,Renault,Kadjar,Monospace,Essence,7.0
Mahdia,9.0,140.0,Blanc,56500.0,Nouveau,1.6,2020.0,Manuelle,Citroen,C4,Berline,Diesel,6.0
Béja,9.0,390.0,Gris,16800.0,Avec kilométrage,1.6,2011.0,Manuelle,Citroen,Berlingo,Berline,Diesel,6.0
Sousse,9.0,31600.0,Autre,78000.0,Avec kilométrage,1.6,2022.0,Automatique,Hyundai,Tucson,4 x 4,Essence,10.0
Nabeul,9.0,133000.0,Noir,34000.0,Avec kilométrage,1.2,2017.0,Manuelle,Hyundai,Grand i10,Berline,Essence,5.0
Sidi Bouzid,9.0,43000.0,Noir,13000.0,Avec kilométrage,1.6,2007.0,Manuelle,Chevrolet,S-10,Utilitaire,Essence,4.0
Monastir,9.0,292000.0,Blanc,123456.0,Avec kilométrage,1.6,2014.0,Manuelle,Nissan,Qashqai,Compacte,Diesel,7.0
Nabeul,9.0,187000.0,Rouge,13000.0,Avec kilométrage,1.2,1999.0,Manuelle,Peugeot,106,Berline,Essence,4.0
Mahdia,9.0,224000.0,Blanc,38000.0,Avec kilométrage,1.6,2014.0,Manuelle,Peugeot,Partner,Utilitaire,Diesel,5.0
Bizerte,9.0,342000.0,Noir,45000.0,Avec kilométrage,1.4,2013.0,Automatique,Ssangyong,Rexton,4 x 4,Diesel,10.0
Béja,9.0,153000.0,Blanc,20000.0,Avec kilométrage,1.5,2014.0,Manuelle,Dacia,Dokker,Berline,Diesel,5.0
Tunis,9.0,46000.0,Noir,62000.0,Avec kilométrage,1.6,2021.0,Manuelle,Seat,Ibiza,Compacte,Essence,4.0
Médenine,9.0,83000.0,Bleu,38000.0,Avec kilométrage,1.6,2017.0,Manuelle,Ford,Fiesta,Autres,Essence,5.0
Kébili,9.0,290000.0,Blanc,43000.0,Avec kilométrage,2.5,2017.0,Manuelle,Isuzu,D-MAX,Pick up,Diesel,8.0
Tunis,10.0,73000.0,Gris,42000.0,Avec kilométrage,1.2,2022.0,Manuelle,Chery,Tiggo,Utilitaire,Essence,6.0
Sfax,10.0,60000.0,Gris,12345.0,Avec kilométrage,2.3,2022.0,Automatique,wallyscar,619,Autres,Essence,4.0
Sfax,10.0,160000.0,Blanc,27800.0,Avec kilométrage,1.2,2012.0,Manuelle,Citroen,C3,Monospace,Essence,5.0
La Manouba,10.0,270.0,Noir,24800.0,Avec kilométrage,1.6,2013.0,Manuelle,Citroen,C4,Autres,Essence,6.0
Tunis,10.0,228000.0,Marron,26000.0,Avec kilométrage,1.4,2013.0,Manuelle,Ford,Fiesta,Autres,Essence,5.0
Monastir,10.0,139000.0,Blanc,31500.0,Avec kilométrage,1.5,2017.0,Manuelle,MG,3,Berline,Essence,5.0
Monastir,10.0,147.0,Autre,47000.0,Avec kilométrage,1.2,2020.0,Manuelle,Peugeot,2008,Autres,Essence,5.0
Kasserine,10.0,320.0,Bleu,27000.0,Avec kilométrage,1.6,2000.0,Manuelle,Peugeot,406,Compacte,Diesel,6.0
Sfax,10.0,65000.0,Noir,54000.0,Nouveau,1.4,2022.0,Manuelle,Kia,Rio,Autres,Essence,5.0
Ben Arous,10.0,111111.0,Bleu,11111.0,Avec kilométrage,1.3,2000.0,Manuelle,Fiat,Palio,Autres,Essence,5.0
Gabès,10.0,198000.0,Noir,24900.0,Avec kilométrage,1.4,2010.0,Manuelle,Ford,Focus C-MAX,Berline,Essence,6.0
Sousse,10.0,90000.0,Noir,83000.0,Avec kilométrage,1.6,2021.0,Automatique,Haval,H6,4 x 4,Essence,9.0
Tunis,10.0,334000.0,Noir,27500.0,Avec kilométrage,1.6,2003.0,Manuelle,Mercedes-Benz,Classe C,Autres,Essence,9.0
Tunis,10.0,15000.0,Doré,59000.0,Avec kilométrage,1.5,2022.0,Automatique,Geely,LC,Autres,Essence,6.0
Tunis,10.0,250000.0,Noir,35000.0,Avec kilométrage,1.4,2012.0,Manuelle,Chevrolet,Aveo,Compacte,Essence,6.0
Tunis,10.0,2117.0,Noir,19500.0,Avec kilométrage,1.2,2005.0,Manuelle,AC,Cobra,Compacte,Essence,4.0
Ben Arous,10.0,25000.0,Rouge,68000.0,Avec kilométrage,1.5,2021.0,Manuelle,MG,ZS,Autres,Essence,7.0
Ariana,10.0,246000.0,Noir,41500.0,RS,2.0,2008.0,Manuelle,Volvo,C70,Berline,Diesel,8.0
Sfax,10.0,170000.0,Autre,65000.0,Avec kilométrage,1.2,2017.0,Manuelle,Volkswagen,Golf 7,Berline,Essence,5.0
Médenine,10.0,36000.0,Blanc,125000.0,Nouveau,1.5,2020.0,Manuelle,Volkswagen,Golf 8,Berline,Essence,7.0
Ariana,10.0,125.0,Blanc,43000.0,Nouveau,1.2,2018.0,Manuelle,Peugeot,308,Berline,Essence,6.0
Sousse,10.0,490000.0,Bleu,14000.0,Avec kilométrage,1.2,1999.0,Manuelle,Renault,Kangoo,Compacte,Essence,6.0
Tunis,10.0,250000.0,Blanc,11000.0,Avec kilométrage,1.2,1999.0,Manuelle,Fiat,Punto,Autres,Essence,4.0
Sfax,10.0,552000.0,Bleu,12000.0,Avec kilométrage,1.2,1998.0,Manuelle,Renault,19,Autres,Essence,7.0
Tunis,10.0,210000.0,Autre,18000.0,Nouveau,1.3,2010.0,Manuelle,Peugeot,206,Autres,Essence,1.0
Sousse,10.0,277930.0,Marron,22000.0,Avec kilométrage,1.8,1999.0,Manuelle,Volkswagen,Transporter,Autres,Diesel,7.0
Médenine,10.0,137000.0,Gris,49000.0,Avec kilométrage,1.4,2017.0,Manuelle,Mazda,MX3,Compacte,Essence,6.0
Médenine,10.0,165000.0,Argent,63500.0,Avec kilométrage,1.6,2019.0,Automatique,Volkswagen,Golf 8,Berline,Essence,6.0
Bizerte,10.0,125.0,Noir,112000.0,Avec kilométrage,2.0,2018.0,Automatique,Mercedes-Benz,Classe E,Berline,Diesel,10.0
Tunis,10.0,323000.0,Gris,26000.0,Avec kilométrage,1.6,2010.0,Manuelle,Kia,Cerato,Berline,Essence,7.0
Ariana,10.0,338000.0,Bleu,54000.0,Avec kilométrage,1.9,2011.0,Automatique,Kia,Sportage,Autres,Diesel,11.0
Tunis,10.0,165.0,Blanc,31500.0,Nouveau,1.2,2017.0,Manuelle,Citroen,C3,Autres,Essence,4.0
Médenine,10.0,174000.0,Blanc,111111.0,Avec kilométrage,1.6,2012.0,Automatique,Porsche,Cayenne,4 x 4,Essence,30.0
Mahdia,10.0,750.0,Gris,24000.0,Avec kilométrage,1.6,1994.0,Manuelle,Mercedes-Benz,Classe C Coupe,Compacte,Diesel,7.0
Tunis,10.0,252000.0,Gris,39500.0,Avec kilométrage,2.0,2009.0,Automatique,Volkswagen,Golf 8,Compacte,Diesel,6.0
Monastir,10.0,30000.0,Blanc,45000.0,Nouveau,3.0,2023.0,Manuelle,Iveco,Daily,Autres,Diesel,10.0
La Manouba,10.0,65000.0,Blanc,78000.0,Nouveau,2.5,2019.0,Automatique,Bentley,Arnage,Compacte,Essence,9.0
Sfax,10.0,50000.0,Blanc,55000.0,Avec kilométrage,1.9,2017.0,Manuelle,Citroen,Jumpy,Utilitaire,Diesel,5.0
Sidi Bouzid,10.0,141000.0,Blanc,123456.0,Avec kilométrage,1.6,2017.0,Manuelle,Peugeot,Tepee,Berline,Essence,7.0
Tunis,10.0,189000.0,Blanc,22500.0,Avec kilométrage,1.2,2013.0,Manuelle,Peugeot,206+,Berline,Essence,4.0
Ariana,10.0,130000.0,Gris,105000.0,Nouveau,2.0,2021.0,Manuelle,Volkswagen,Golf 8,Berline,Diesel,6.0
Bizerte,10.0,118000.0,Rouge,84000.0,Avec kilométrage,1.6,2019.0,Automatique,Kia,Sportage,4 x 4,Essence,8.0
Ariana,10.0,70000.0,Blanc,135000.0,Avec kilométrage,1.8,2020.0,Automatique,BMW,Serie 4,Berline,Essence,7.0
Monastir,10.0,110000.0,Noir,78500.0,Nouveau,1.6,2018.0,Manuelle,Volkswagen,Golf,Berline,Essence,6.0
Monastir,10.0,160000.0,Blanc,54500.0,Nouveau,1.5,2019.0,Manuelle,Renault,Megane,Berline,Diesel,5.0
Monastir,10.0,95000.0,Noir,90000.0,Nouveau,1.5,2019.0,Automatique,Volkswagen,Golf,Berline,Essence,6.0
Nabeul,10.0,205.0,Gris,42000.0,Avec kilométrage,1.2,2015.0,Manuelle,Kia,Rio,Berline,Essence,5.0
Nabeul,10.0,8800.0,Vert,25000.0,Avec kilométrage,1.6,1991.0,Manuelle,Suzuki,Vitara,4 x 4,Essence,8.0
Nabeul,10.0,140000.0,Gris,32500.0,Avec kilométrage,1.2,2017.0,Manuelle,Renault,Symbol,Compacte,Essence,5.0
Gafsa,10.0,220000.0,Blanc,85000.0,Avec kilométrage,2.0,2016.0,Manuelle,Volkswagen,Amarok,Pick up,Diesel,7.0
Siliana,10.0,48000.0,Blanc,58500.0,Nouveau,1.2,2021.0,Manuelle,Hyundai,I 20,Compacte,Essence,5.0
Ariana,10.0,100000.0,Blanc,9999.0,Nouveau,1.2,2018.0,Automatique,Hyundai,Grand i10,Autres,Essence,1.2
Ben Arous,10.0,123456.0,Noir,30000.0,Nouveau,1.6,2009.0,Manuelle,Volkswagen,Jetta,Berline,Essence,7.0
Sfax,10.0,55000.0,Gris,105000.0,Nouveau,2.0,2015.0,Automatique,Cadillac,CTS,Berline,Essence,18.0
Nabeul,10.0,50000.0,Noir,170000.0,Nouveau,1.4,2021.0,Automatique,Mercedes-Benz,Classe GLA,Berline,Essence,8.0
Ben Arous,10.0,131000.0,Orange,33000.0,Nouveau,1.2,2017.0,Manuelle,Fiat,Panda,Compacte,Essence,4.0
Ariana,10.0,380000.0,Noir,31000.0,Avec kilométrage,1.6,2012.0,Automatique,Citroen,C5,Berline,Diesel,6.0
Bizerte,10.0,100000.0,Bleu,75000.0,Avec kilométrage,1.6,2019.0,Manuelle,Honda,HR-V,Autres,Essence,7.0
Ben Arous,10.0,150000.0,Rouge,29000.0,Avec kilométrage,1.2,2016.0,Manuelle,Citroen,DS3,Berline,Essence,5.0
Ben Arous,10.0,137000.0,Noir,63000.0,Avec kilométrage,1.6,2020.0,Manuelle,Ford,ECOSPORT,Autres,Essence,7.0
Nabeul,11.0,100000.0,Blanc,28000.0,Nouveau,3.0,2016.0,Manuelle,Autres,Autres,Autres,Diesel,7.0
Sousse,11.0,155000.0,Blanc,27500.0,Avec kilométrage,1.3,2017.0,Manuelle,Citroen,Nemo,Compacte,Diesel,5.0
Sousse,11.0,125000.0,Noir,90000.0,Nouveau,1.6,2019.0,Automatique,Mercedes-Benz,Classe A,Berline,Diesel,6.0
Béja,11.0,108.0,Blanc,42000.0,Avec kilométrage,1.4,2015.0,Manuelle,Volkswagen,Polo,Berline,Essence,5.0
Sousse,11.0,224000.0,Blanc,120000.0,Avec kilométrage,2.0,2019.0,Automatique,Mercedes-Benz,Classe B,4 x 4,Diesel,7.0
Tunis,11.0,85000.0,Gris,46000.0,Avec kilométrage,1.1,2017.0,Manuelle,Hyundai,I 20,Utilitaire,Essence,5.0
Bizerte,11.0,180000.0,Noir,20000.0,Avec kilométrage,1.2,2014.0,Manuelle,Citroen,C-Elysée,Berline,Essence,5.0
Ariana,11.0,270.0,Noir,45000.0,Avec kilométrage,2.2,2008.0,Automatique,Mercedes-Benz,Classe CLS,Berline,Essence,19.0
Tunis,11.0,114000.0,Noir,27800.0,Avec kilométrage,1.6,2017.0,Manuelle,Kia,Rio,Compacte,Essence,5.0
Sousse,11.0,500.0,Noir,20000.0,Avec kilométrage,2.2,2000.0,Automatique,Mercedes-Benz,Classe E,Compacte,Diesel,6.0
Ariana,11.0,200000.0,Doré,19500.0,Nouveau,1.9,2005.0,Automatique,Renault,Laguna Estate,Compacte,Diesel,6.0
Sfax,11.0,3700.0,Noir,78000.0,Nouveau,1.4,2023.0,Automatique,Kia,Rio,Compacte,Essence,6.0
Tunis,11.0,179000.0,Marron,32000.0,Avec kilométrage,1.2,2013.0,Manuelle,Kia,Rio,Compacte,Essence,5.0
Tunis,11.0,50000.0,Blanc,45000.0,Avec kilométrage,1.5,2021.0,Manuelle,MG,3,Compacte,Essence,6.0
Ben Arous,11.0,52000.0,Multicolore,44000.0,Avec kilométrage,1.2,2019.0,Manuelle,Citroen,C3,Berline,Essence,4.0
Kasserine,11.0,159000.0,Blanc,31500.0,Avec kilométrage,1.6,2015.0,Manuelle,Citroen,Berlingo,Compacte,Diesel,5.0
Mahdia,11.0,350.0,Blanc,12800.0,Avec kilométrage,1.1,2000.0,Manuelle,Opel,Corsa,Compacte,Essence,4.0
Tunis,11.0,96000.0,Noir,33000.0,Avec kilométrage,1.2,2020.0,Manuelle,Mahindra,Hover,Autres,Essence,5.0
Kairouan,11.0,25545.0,Blanc,210000.0,Avec kilométrage,2.0,2019.0,Automatique,Jaguar,F-Type,4 x 4,Diesel,10.0
Ariana,11.0,200000.0,Doré,19500.0,Nouveau,1.9,2005.0,Automatique,Renault,Laguna Estate,Compacte,Diesel,6.0
Tunis,11.0,76000.0,Autre,74000.0,Avec kilométrage,1.6,2020.0,Manuelle,Toyota,C-HR,Autres,Essence,6.0
Sfax,11.0,100000.0,Bleu,55000.0,Avec kilométrage,1.5,2019.0,Manuelle,Peugeot,308,Compacte,Diesel,5.0
Ariana,11.0,194000.0,Gris,20800.0,Avec kilométrage,1.6,2008.0,Manuelle,Citroen,C4,Berline,Essence,7.0
La Manouba,11.0,110.0,Rouge,36000.0,Nouveau,1.2,2019.0,Manuelle,Kia,Picanto,Berline,Essence,4.0
Monastir,11.0,260000.0,Gris,21000.0,Avec kilométrage,1.2,2015.0,Manuelle,Citroen,C-Elysée,Berline,Essence,5.0
Kairouan,11.0,110000.0,Blanc,45000.0,Nouveau,1.2,2019.0,Manuelle,Renault,Clio,Autres,Diesel,5.0
Kairouan,11.0,120000.0,Noir,78000.0,Nouveau,1.6,2018.0,Automatique,BMW,Serie 3,Berline,Essence,7.0
Kairouan,11.0,170000.0,Noir,36000.0,Nouveau,2.0,2013.0,Manuelle,Volkswagen,Jetta,Berline,Essence,8.0
Kairouan,11.0,140000.0,Blanc,63500.0,Nouveau,1.4,2018.0,Manuelle,Volkswagen,Passat,Berline,Essence,8.0
Sousse,11.0,72000.0,Rouge,105000.0,Nouveau,1.4,2019.0,Manuelle,Mercedes-Benz,Classe A,Compacte,Essence,6.0
Kairouan,11.0,106000.0,Noir,148000.0,Nouveau,2.0,2018.0,Automatique,BMW,Serie 5,Berline,Essence,10.0
Kairouan,11.0,120000.0,Noir,56000.0,Nouveau,1.2,2019.0,Automatique,Peugeot,2008,Autres,Essence,6.0
Kairouan,11.0,80000.0,Noir,65000.0,Nouveau,1.2,2020.0,Manuelle,Kia,Rio,Berline,Essence,5.0
Kairouan,11.0,70000.0,Gris,60000.0,Nouveau,1.6,2021.0,Manuelle,Dacia,Sandero,Compacte,Essence,6.0
Kairouan,11.0,70000.0,Blanc,48500.0,Nouveau,1.6,2021.0,Manuelle,Seat,Ibiza,Compacte,Essence,4.0
Kairouan,11.0,90000.0,Noir,38000.0,Nouveau,1.2,2019.0,Manuelle,Suzuki,Swift,Berline,Essence,5.0
Tunis,11.0,249000.0,Blanc,42000.0,Avec kilométrage,1.6,2010.0,Manuelle,BMW,Serie 3 GT,Berline,Essence,7.0
Nabeul,11.0,32000.0,Gris,34000.0,Avec kilométrage,3.0,2022.0,Manuelle,Toyota,Aygo,Autres,Essence,4.0
Nabeul,11.0,260000.0,Bleu,16000.0,Avec kilométrage,1.2,2001.0,Manuelle,Renault,Kangoo,Compacte,Essence,6.0
Tunis,11.0,111111.0,Gris,11000.0,Avec kilométrage,1.2,2012.0,Manuelle,Dacia,Duster,Utilitaire,Diesel,7.0
Sfax,11.0,122000.0,Blanc,32000.0,Avec kilométrage,1.2,2017.0,Manuelle,Citroen,C35,Compacte,Essence,5.0
Tunis,11.0,244000.0,Noir,20000.0,Avec kilométrage,1.1,2005.0,Manuelle,Peugeot,206+,Berline,Essence,5.0
Tunis,11.0,244000.0,Noir,20000.0,Avec kilométrage,1.1,2005.0,Manuelle,Peugeot,206+,Berline,Essence,5.0
Mahdia,11.0,123001.0,Beige,69500.0,Nouveau,1.6,2020.0,Automatique,Volkswagen,Golf,Berline,Essence,115.0
Sfax,11.0,200000.0,Rouge,11000.0,Avec kilométrage,1.6,2001.0,Manuelle,Fiat,Palio,Compacte,Essence,4.0
Ariana,11.0,237000.0,Noir,58000.0,Avec kilométrage,2.0,2009.0,Manuelle,BMW,Serie 5,Berline,Diesel,10.0
Sfax,11.0,200000.0,Rouge,11000.0,Avec kilométrage,1.6,2001.0,Manuelle,Fiat,Palio,Compacte,Essence,4.0
Sousse,11.0,35000.0,Noir,103500.0,Avec kilométrage,1.5,2022.0,Automatique,Haval,H6,4 x 4,Essence,8.0
Médenine,11.0,340.0,Bleu,17000.0,Avec kilométrage,1.2,2000.0,Manuelle,Renault,Clio,Compacte,Essence,4.0
Kasserine,11.0,159000.0,Blanc,31500.0,Avec kilométrage,1.6,2015.0,Manuelle,Citroen,Berlingo,Compacte,Diesel,5.0
Tunis,11.0,340.0,Bleu,17000.0,Avec kilométrage,1.2,2000.0,Manuelle,Renault,Clio,Compacte,Essence,4.0
Ariana,11.0,313500.0,Gris,12500.0,Avec kilométrage,1.2,2006.0,Manuelle,Volkswagen,Polo,Berline,Essence,5.0
Jendouba,11.0,155000.0,Noir,19500.0,Avec kilométrage,1.2,2013.0,Manuelle,Volkswagen,Polo,Berline,Essence,4.0
Sfax,11.0,240.0,Blanc,20000.0,Avec kilométrage,2.0,2006.0,Manuelle,Citroen,C4,Berline,Essence,9.0
Monastir,11.0,300000.0,Noir,39000.0,Avec kilométrage,1.9,2008.0,Manuelle,Audi,A3,Autres,Diesel,6.0
Nabeul,11.0,45000.0,Vert,138000.0,Nouveau,1.6,2023.0,Automatique,Peugeot,308 SW,Berline,Diesel,6.0
Nabeul,11.0,59000.0,Noir,140000.0,Nouveau,1.5,2022.0,Automatique,Peugeot,5008,Autres,Diesel,7.0
Sfax,11.0,365000.0,Gris,24500.0,Nouveau,1.4,2010.0,Manuelle,Kia,Rio,Berline,Essence,6.0
Ariana,11.0,120000.0,Noir,63500.0,Avec kilométrage,1.4,2017.0,Manuelle,Volkswagen,Passat CC,Berline,Essence,7.0
Mahdia,11.0,144000.0,Blanc,32000.0,Avec kilométrage,1.8,2009.0,Automatique,BMW,Serie 1,Compacte,Essence,8.0
Nabeul,11.0,190000.0,Noir,86000.0,Avec kilométrage,1.6,2019.0,Automatique,Volkswagen,Golf 7,Berline,Essence,6.0
Tunis,11.0,228000.0,Vert,27000.0,Avec kilométrage,1.6,2002.0,Manuelle,mini,Cooper,Compacte,Essence,7.0
Kairouan,11.0,150000.0,Blanc,27000.0,Avec kilométrage,2.0,2007.0,Manuelle,Citroen,Jumper,Monospace,Diesel,7.0
La Manouba,11.0,175000.0,Beige,12500.0,Avec kilométrage,1.4,2008.0,Manuelle,Toyota,Hi Ace,Autres,Diesel,10.0
Monastir,11.0,66000.0,Gris,57000.0,Avec kilométrage,1.2,2019.0,Manuelle,Kia,Rio,Compacte,Essence,5.0
Nabeul,11.0,155000.0,Autre,38000.0,Nouveau,1.6,2016.0,Manuelle,Mazda,MX3,Berline,Essence,6.0
Sfax,11.0,74000.0,Noir,148000.0,Nouveau,1.6,2020.0,Automatique,Mercedes-Benz,Classe CLA,Autres,Hybride essence,6.0
Le Kef,11.0,230000.0,Noir,33000.0,Avec kilométrage,1.6,2005.0,Manuelle,Volkswagen,Passat,Autres,Essence,7.0
La Manouba,11.0,157000.0,Gris,22000.0,Avec kilométrage,1.6,2006.0,Manuelle,Fiat,Siena,Compacte,Essence,5.0
Nabeul,11.0,64000.0,Gris,108000.0,Nouveau,1.6,2021.0,Automatique,Peugeot,508,Berline,Diesel,7.0
Ben Arous,11.0,134.0,Autre,85000.0,RS,2.0,2017.0,Automatique,Volkswagen,CC,Autres,Essence,12.0
Sousse,11.0,140000.0,Jaune,40000.0,Avec kilométrage,2.3,2011.0,Manuelle,Fiat,Ducato,Utilitaire,Diesel,8.0
Gabès,11.0,400000.0,Gris,28000.0,Avec kilométrage,2.0,2005.0,Manuelle,BMW,Serie 1,Compacte,Diesel,9.0
Sfax,11.0,35685.0,Autre,200000.0,Nouveau,2.0,2021.0,Automatique,Audi,A5,Berline,Essence,8.0
Ariana,12.0,180000.0,Rouge,25000.0,Avec kilométrage,1.2,2015.0,Manuelle,Citroen,DS3,Compacte,Essence,5.0
Tunis,12.0,125000.0,Blanc,35000.0,Avec kilométrage,3.0,2018.0,Manuelle,Citroen,C3,Autres,Essence,4.0
Kairouan,12.0,400000.0,Blanc,14500.0,Avec kilométrage,1.9,2003.0,Manuelle,Peugeot,Partner,Autres,Diesel,1111.0
Gafsa,12.0,200000.0,Marron,111111.0,Nouveau,2.2,2017.0,Manuelle,Mercedes-Benz,Sprinter,Utilitaire,Diesel,7.0
Sousse,12.0,120.0,Noir,47500.0,Avec kilométrage,1.6,2012.0,Manuelle,BMW,Serie 3,Compacte,Essence,7.0
Sousse,12.0,210000.0,Gris,36998.0,Avec kilométrage,1.9,2013.0,Manuelle,Ssangyong,Actyon,Pick up,Diesel,7.0
Médenine,12.0,3000.0,Autre,21500.0,Avec kilométrage,1.6,2010.0,Manuelle,Citroen,C5,Berline,Diesel,6.0
Nabeul,12.0,102000.0,Blanc,68000.0,Nouveau,1.6,2020.0,Manuelle,Citroen,Berlingo,Autres,Diesel,5.0
Kairouan,12.0,230000.0,Blanc,28000.0,Avec kilométrage,1.6,2012.0,Manuelle,Citroen,Berlingo,Berline,Diesel,5.0
Sfax,12.0,275000.0,Gris,22998.0,Avec kilométrage,2.2,2010.0,Automatique,Mercedes-Benz,Classe C,Compacte,Diesel,8.0
Mahdia,12.0,207000.0,Noir,54027.0,Avec kilométrage,1.5,2016.0,Manuelle,Dacia,Dokker,Utilitaire,Diesel,6.0
La Manouba,12.0,123000.0,Blanc,41000.0,Avec kilométrage,1.6,2018.0,Manuelle,Skoda,Fabia,Compacte,Essence,5.0
Bizerte,12.0,50000.0,Bleu,20500.0,Avec kilométrage,1.4,2007.0,Manuelle,Citroen,C4 Cactus,Cabriolet,Diesel,5.0
Tunis,12.0,152000.0,Gris,115000.0,Avec kilométrage,2.0,2017.0,Automatique,Land Rover,Defender,4 x 4,Diesel,8.0
Tataouine,12.0,280.0,Noir,85000.0,Nouveau,3.0,2010.0,Manuelle,Toyota,Hilux,4 x 4,Diesel,10.0
Tunis,12.0,38000.0,Gris,47500.0,Avec kilométrage,1.3,2021.0,Manuelle,Fiat,Doblo,Utilitaire,Diesel,5.0
Tunis,12.0,80000.0,Gris,109000.0,Avec kilométrage,1.6,2020.0,Automatique,Kia,Sportage,4 x 4,Essence,11.0
Ariana,12.0,170000.0,Marron,39500.0,Avec kilométrage,1.2,2012.0,Manuelle,Volkswagen,New Beetle,Berline,Essence,6.0
Sfax,12.0,200000.0,Noir,37000.0,Avec kilométrage,1.6,2009.0,Manuelle,Volkswagen,Golf 6,Compacte,Diesel,5.0
Monastir,12.0,174000.0,Gris,61500.0,Avec kilométrage,1.5,2019.0,Manuelle,Ford,C-Max,Monospace,Diesel,6.0
Ariana,12.0,28000.0,Bleu,175000.0,Nouveau,2.0,2023.0,Automatique,Isuzu,D-MAX,4 x 4,Diesel,9.0
Tunis,12.0,235000.0,Blanc,29500.0,Nouveau,1.6,2010.0,Manuelle,Peugeot,3008,Compacte,Diesel,6.0
Gabès,12.0,192999.0,Gris,19000.0,Avec kilométrage,2.0,1999.0,Manuelle,Peugeot,406,Compacte,Essence,7.0
Ariana,12.0,129000.0,Noir,58000.0,Avec kilométrage,1.9,2012.0,Automatique,Volkswagen,Passat,Berline,Essence,9.0
Gabès,12.0,420000.0,Noir,24000.0,Avec kilométrage,3.0,1996.0,Automatique,Mercedes-Benz,Classe S,Berline,Diesel,14.0
Ben Arous,12.0,230.0,Blanc,72000.0,Avec kilométrage,2.2,2013.0,Automatique,Mercedes-Benz,Classe E,Berline,Diesel,8.0
Béja,12.0,66000.0,Noir,69000.0,Avec kilométrage,1.5,2022.0,Manuelle,Autres,Autres,Autres,Essence,7.0
Ariana,12.0,56.0,Noir,17500.0,Avec kilométrage,1.6,2004.0,Manuelle,Autres,Autres,Autres,Essence,6.0
La Manouba,12.0,190.0,Blanc,56000.0,Avec kilométrage,1.6,2013.0,Automatique,BMW,Serie 1,Compacte,Essence,7.0
Bizerte,12.0,109000.0,Blanc,58000.0,Avec kilométrage,1.5,2020.0,Manuelle,Renault,Megane,Berline,Diesel,6.0
La Manouba,12.0,50000.0,Blanc,53000.0,Avec kilométrage,1.5,2020.0,Manuelle,Citroen,C3,Autres,Diesel,5.0
Nabeul,12.0,8500.0,Gris,41500.0,Avec kilométrage,1.2,2023.0,Manuelle,Mahindra,Hover,Compacte,Essence,5.0
Tunis,12.0,171000.0,Gris,34000.0,Avec kilométrage,1.5,2018.0,Manuelle,Mazda,2,Berline,Essence,6.0
Tunis,12.0,243.0,Noir,22500.0,Nouveau,1.2,2005.0,Manuelle,Renault,Clio,Autres,Essence,2.0
Monastir,12.0,85000.0,Blanc,123456.0,Avec kilométrage,1.6,2020.0,Automatique,Citroen,DS20,Pick up,Essence,10.0
Kasserine,12.0,85000.0,Blanc,34000.0,Nouveau,1.2,2020.0,Manuelle,Geely,GK-GS,Berline,Essence,6.0
